1,4.325573960940043,3.587503603526524
2,2.870955398889503,3.016918046133859
3,2.337774580727121,2.814898593085153
4,2.0476874332837385,2.7204654216766357
5,1.8679377550027185,2.658299650464739
6,1.733605174604891,2.670138427189418
7,1.622738551762369,2.716475929532732
8,1.5305465778166598,2.805403573172433
9,1.4579725347534576,2.840148789542062
10,1.4044178396162361,2.9027695655822754
11,1.365012059935215,2.920915331159319
12,1.3288264382718389,2.98950457572937
13,1.294890238229273,3.0191281182425365
14,1.2621517765401589,3.076232944216047
15,1.2307586725111361,3.1497749941689626
16,1.199476340804437,3.176485640662057
17,1.1725423863590365,3.172304936817714
18,1.1451775771800918,3.202857460294451
19,1.1225002706301734,3.2785375799451555
20,1.100217632497802,3.3361165523529053
